Genomes	strain	ST	ID	length	replicon	K_locus	K_type	K_locus_confidence	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	rmpA2
845	GCA_904865775.1_INF290_genomic	ST925	LR890477.1	307129	IncFIB(K),IncFII	KL102	unknown (KL102)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
845	GCA_904865775.1_INF290_genomic	ST925	LR890478.1	88966	IncFII	KL102	unknown (KL102)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
845	GCA_904865775.1_INF290_genomic	ST925	LR890479.1	10402	Col440I	KL102	unknown (KL102)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
845	GCA_904865775.1_INF290_genomic	ST925	LR890480.1	9452	Col440I	KL102	unknown (KL102)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
845	GCA_904865775.1_INF290_genomic	ST925	LR890481.1	6220	Col440I	KL102	unknown (KL102)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
845	GCA_904865775.1_INF290_genomic	ST925	LR890482.1	4666	Col440II,ColRNAI	KL102	unknown (KL102)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
845	GCA_904865775.1_INF290_genomic	ST925	LR890483.1	4534	ColRNAI	KL102	unknown (KL102)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
846	GCA_904865795.1_KSB2_10B_genomic	ST323	LR890485.1	244845	IncFIB(K),IncFII	KL21	K21	Very high	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
846	GCA_904865795.1_KSB2_10B_genomic	ST323	LR890486.1	53776	-	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
846	GCA_904865795.1_KSB2_10B_genomic	ST323	LR890487.1	4064	-	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
846	GCA_904865795.1_KSB2_10B_genomic	ST323	LR890488.1	3223	Col440II,ColRNAI	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
846	GCA_904865795.1_KSB2_10B_genomic	ST323	LR890489.1	1916	Col440I	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
847	GCA_904865755.1_INF341_genomic	ST792	LR890491.1	196682	IncFIB(K),IncFII	KL25	K25	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
847	GCA_904865755.1_INF341_genomic	ST792	LR890492.1	9294	ColRNAI	KL25	K25	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
848	GCA_904865825.1_INF018_genomic	ST323	LR890494.1	5087	Col440I,Col440II	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
848	GCA_904865825.1_INF018_genomic	ST323	LR890495.1	3549	Col440I	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
848	GCA_904865825.1_INF018_genomic	ST323	LR890496.1	3223	Col440II,ColRNAI	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
848	GCA_904865825.1_INF018_genomic	ST323	LR890497.1	3012	-	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
848	GCA_904865825.1_INF018_genomic	ST323	LR890498.1	2936	Col440I	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
848	GCA_904865825.1_INF018_genomic	ST323	LR890499.1	1916	Col440I	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
849	GCA_904865715.1_KSB1_5H_genomic	ST231	LR890501.1	161308	IncFIB(K),IncFII	KL64	K64	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
849	GCA_904865715.1_KSB1_5H_genomic	ST231	LR890502.1	128238	IncA/C2	KL64	K64	High	aadA*;ant(2'')-Ia;rmtB;strA.v1^;strB.v1	-	-	-	-	-	cmlA5;floR.v2*	arr-2	sul2	tet(A).v2;tet(G).v1	-	dfrA23	OXA-10;TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
849	GCA_904865715.1_KSB1_5H_genomic	ST231	LR890503.1	111123	-	KL64	K64	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
849	GCA_904865715.1_KSB1_5H_genomic	ST231	LR890504.1	70656	-	KL64	K64	High	-	-	-	-	-	ermB.v1*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
849	GCA_904865715.1_KSB1_5H_genomic	ST231	LR890505.1	65499	IncL/M(pOXA-48)	KL64	K64	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-48	-	-	-	-	-	-	-	-	-	-	-	-	-
849	GCA_904865715.1_KSB1_5H_genomic	ST231	LR890506.1	53943	-	KL64	K64	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
849	GCA_904865715.1_KSB1_5H_genomic	ST231	LR890507.1	9294	ColRNAI	KL64	K64	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
850	GCA_904865705.1_KSB1_9F_genomic	ST925	LR890513.1	276381	IncFIB(K)	KL28	K28	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
850	GCA_904865705.1_KSB1_9F_genomic	ST925	LR890514.1	4165	-	KL28	K28	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
851	GCA_904865815.1_INF281_genomic	ST231	LR890516.1	161308	IncFIB(K),IncFII	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
851	GCA_904865815.1_INF281_genomic	ST231	LR890517.1	128238	IncA/C2	KL64	K64	Perfect	aadA*;ant(2'')-Ia;rmtB;strA.v1^;strB.v1	-	-	-	-	-	cmlA5;floR.v2*	arr-2	sul2	tet(A).v2;tet(G).v1	-	dfrA23	OXA-10;TEM-1D.v1^	-	CTX-M-15;VEB-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
851	GCA_904865815.1_INF281_genomic	ST231	LR890518.1	111123	-	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
851	GCA_904865815.1_INF281_genomic	ST231	LR890519.1	70656	-	KL64	K64	Perfect	-	-	-	-	-	ermB.v1*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
851	GCA_904865815.1_INF281_genomic	ST231	LR890520.1	65499	IncL/M(pOXA-48)	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-48	-	-	-	-	-	-	-	-	-	-	-	-	-
851	GCA_904865815.1_INF281_genomic	ST231	LR890521.1	53943	-	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
851	GCA_904865815.1_INF281_genomic	ST231	LR890522.1	9294	ColRNAI	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
852	GCA_904865735.1_INF361_genomic	ST491	LR890528.1	190324	IncFIA(HI1),IncFII	KL118	unknown (KL118)	Very high	strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	-	-	sul2	tet(A).v1	-	dfrA14.v1^	TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
852	GCA_904865735.1_INF361_genomic	ST491	LR890529.1	134665	IncFIB(K)	KL118	unknown (KL118)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
852	GCA_904865735.1_INF361_genomic	ST491	LR890530.1	3514	Col440I,Col440II	KL118	unknown (KL118)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
853	GCA_904865665.1_KSB2_5A_genomic	ST323	LR890532.1	53776	-	KL21	K21	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
853	GCA_904865665.1_KSB2_5A_genomic	ST323	LR890533.1	4064	-	KL21	K21	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
853	GCA_904865665.1_KSB2_5A_genomic	ST323	LR890534.1	3223	Col440II,ColRNAI	KL21	K21	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
853	GCA_904865665.1_KSB2_5A_genomic	ST323	LR890535.1	1916	Col440I	KL21	K21	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
854	GCA_904865695.1_INF319_genomic	ST461	LR890543.1	268509	-	KL25	K25	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
854	GCA_904865695.1_INF319_genomic	ST461	LR890544.1	111995	-	KL25	K25	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
854	GCA_904865695.1_INF319_genomic	ST461	LR890545.1	73736	IncR	KL25	K25	High	strA.v1;strB.v1*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
854	GCA_904865695.1_INF319_genomic	ST461	LR890546.1	52976	IncFIA(HI1)	KL25	K25	High	-	-	-	-	-	-	-	-	sul1	-	-	dfrA15.v2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
855	GCA_904865785.1_INF142_genomic	ST340	LR890548.1	188520	IncA/C2	KL15	K15	Very high	aadA2^	-	-	-	-	-	-	-	sul1	tet(A).v1	-	dfrA12	TEM-1D.v1^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
855	GCA_904865785.1_INF142_genomic	ST340	LR890549.1	147932	IncFIB(K),IncFII	KL15	K15	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
855	GCA_904865785.1_INF142_genomic	ST340	LR890550.1	89345	IncFIA(HI1),IncR	KL15	K15	Very high	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1	-	sul2	-	-	-	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
855	GCA_904865785.1_INF142_genomic	ST340	LR890551.1	9465	Col440I	KL15	K15	Very high	-	-	-	-	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
855	GCA_904865785.1_INF142_genomic	ST340	LR890552.1	4660	Col440I	KL15	K15	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
855	GCA_904865785.1_INF142_genomic	ST340	LR890553.1	3825	ColRNAI	KL15	K15	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
856	GCA_904865685.1_INF182_genomic	ST412	LR890555.1	112133	-	KL57	K57	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
857	GCA_904865845.1_INF302_genomic	ST323	LR890557.1	244845	IncFIB(K),IncFII	KL21	K21	Very high	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
857	GCA_904865845.1_INF302_genomic	ST323	LR890558.1	53776	-	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
857	GCA_904865845.1_INF302_genomic	ST323	LR890559.1	4064	-	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
857	GCA_904865845.1_INF302_genomic	ST323	LR890560.1	3223	Col440II,ColRNAI	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
857	GCA_904865845.1_INF302_genomic	ST323	LR890561.1	1916	Col440I	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
858	GCA_904865745.1_INF247_genomic	ST3062	LR890563.1	159592	Col156,IncFIA,IncFIB(AP001918),IncFII	KL124	unknown (KL124)	High	aadA5;strA.v1^;strB.v1*	-	-	-	-	mphA	-	-	sul1;sul2	tet(A).v1	-	dfrA17	-	-	CTX-M-14;CTX-M-14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
859	GCA_904865765.1_KSB2_9A_genomic	ST323	LR890565.1	228690	IncFIB(K),IncFII	KL21	K21	Perfect	strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	-	-	sul2	tet(A).v1	-	-	TEM-1D.v1^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
859	GCA_904865765.1_KSB2_9A_genomic	ST323	LR890566.1	4064	-	KL21	K21	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
859	GCA_904865765.1_KSB2_9A_genomic	ST323	LR890567.1	3223	Col440II,ColRNAI	KL21	K21	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
859	GCA_904865765.1_KSB2_9A_genomic	ST323	LR890568.1	1916	Col440I	KL21	K21	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
860	GCA_904865805.1_INF144_genomic	ST111	LR890570.1	186641	IncFIB(K),IncFII	KL63	K63	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
861	GCA_904866195.1_INF327_genomic	ST323	LR890572.1	227807	IncFIB(K),IncFII	KL21	K21	Very high	strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	dfrA14.v1^	TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
861	GCA_904866195.1_INF327_genomic	ST323	LR890573.1	212097	IncFIB(Mar)	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
861	GCA_904866195.1_INF327_genomic	ST323	LR890574.1	4064	-	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
861	GCA_904866195.1_INF327_genomic	ST323	LR890575.1	3223	Col440II,ColRNAI	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
862	GCA_904866205.1_INF145_genomic	ST35	LR890584.1	126908	IncFIB(K)	KL28	K28	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
862	GCA_904866205.1_INF145_genomic	ST35	LR890585.1	5921	-	KL28	K28	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
862	GCA_904866205.1_INF145_genomic	ST35	LR890586.1	4439	Col440II,ColRNAI	KL28	K28	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
863	GCA_904866265.1_INF154_genomic	ST925	LR890588.1	210253	IncFIB(K),IncFII	KL9	K9	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
863	GCA_904866265.1_INF154_genomic	ST925	LR890589.1	127381	IncFII(pKPX1)	KL9	K9	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
863	GCA_904866265.1_INF154_genomic	ST925	LR890590.1	73477	IncFII(Yp)	KL9	K9	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
863	GCA_904866265.1_INF154_genomic	ST925	LR890591.1	8632	ColRNAI	KL9	K9	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
863	GCA_904866265.1_INF154_genomic	ST925	LR890592.1	4667	Col440II,ColRNAI	KL9	K9	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
863	GCA_904866265.1_INF154_genomic	ST925	LR890593.1	3549	Col440I	KL9	K9	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
863	GCA_904866265.1_INF154_genomic	ST925	LR890594.1	1919	Col440I	KL9	K9	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
864	GCA_904866255.1_INF223_genomic	ST3072	LR890596.1	244314	IncFIB(K),IncFII	KL39	K39	Very high	aph3-Ia.v1^;strA.v1^;strB.v1	-	-	-	-	-	-	-	sul1;sul2*	tet(D)	-	dfrA7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
864	GCA_904866255.1_INF223_genomic	ST3072	LR890597.1	60529	IncFII(pCRY)	KL39	K39	Very high	-	-	-	qnrS1	-	-	-	-	-	-	-	-	TEM-1D.v1^	-	CTX-M-3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
865	GCA_904866185.1_KSB1_8J_genomic	ST601	LR890599.1	128438	IncFIB(K)	KL47	K47	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
866	GCA_904866235.1_INF122_genomic	ST29	LR890601.1	72169	IncFIA(HI1)	KL30	K30	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
866	GCA_904866235.1_INF122_genomic	ST29	LR890602.1	6615	Col440I	KL30	K30	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
867	GCA_904866215.1_INF359_genomic	ST17	LR890617.1	269043	ColRNAI,IncFIB(K),IncFII	KL25	K25	High	aac(3)-IId^;strA.v1^;strB.v1	-	-	qnrS1	-	-	catII.2*	-	sul1;sul2	tet(A).v1	-	dfrA1.v1	LAP-2;TEM-1D.v1^	-	CTX-M-14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
867	GCA_904866215.1_INF359_genomic	ST17	LR890618.1	75695	IncFIA(HI1),IncFII	KL25	K25	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
868	GCA_904866295.1_KSB2_1C_genomic	ST20	LR890621.1	230118	IncFIB(K),IncFII	KL28	K28	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
868	GCA_904866295.1_KSB2_1C_genomic	ST20	LR890622.1	3896	Col440I	KL28	K28	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
868	GCA_904866295.1_KSB2_1C_genomic	ST20	LR890623.1	3549	Col440I	KL28	K28	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
869	GCA_904866375.1_INF242_genomic	ST3072	LR890625.1	233683	IncFIB(K),IncHI1B	KL39	K39	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
869	GCA_904866375.1_INF242_genomic	ST3072	LR890626.1	5251	Col440I,Col440II	KL39	K39	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
870	GCA_904866355.1_KSB1_6F_genomic	ST116	LR890628.1	231763	IncFIB(K),IncHI1B	KL6	K6	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
870	GCA_904866355.1_KSB1_6F_genomic	ST116	LR890629.1	5164	Col156	KL6	K6	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
870	GCA_904866355.1_KSB1_6F_genomic	ST116	LR890630.1	3972	ColRNAI	KL6	K6	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
870	GCA_904866355.1_KSB1_6F_genomic	ST116	LR890631.1	1549	Col(MG828)	KL6	K6	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
871	GCA_904866325.1_INF299_genomic	ST231	LR890633.1	161308	IncFIB(K),IncFII	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
871	GCA_904866325.1_INF299_genomic	ST231	LR890634.1	128238	IncA/C2	KL64	K64	Perfect	aadA*;ant(2'')-Ia;rmtB;strA.v1^;strB.v1	-	-	-	-	-	cmlA5;floR.v2*	arr-2	sul2	tet(A).v2;tet(G).v1	-	dfrA23	OXA-10;TEM-1D.v1^	-	CTX-M-15;VEB-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
871	GCA_904866325.1_INF299_genomic	ST231	LR890635.1	111123	-	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
871	GCA_904866325.1_INF299_genomic	ST231	LR890636.1	70656	-	KL64	K64	Perfect	-	-	-	-	-	ermB.v1*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
871	GCA_904866325.1_INF299_genomic	ST231	LR890637.1	65499	IncL/M(pOXA-48)	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-48	-	-	-	-	-	-	-	-	-	-	-	-	-
871	GCA_904866325.1_INF299_genomic	ST231	LR890638.1	53939	-	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
871	GCA_904866325.1_INF299_genomic	ST231	LR890639.1	9294	ColRNAI	KL64	K64	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
872	GCA_904866285.1_INF344_genomic	ST491	LR890641.1	190324	IncFIA(HI1),IncFII	KL118	unknown (KL118)	Very high	strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	-	-	sul2	tet(A).v1	-	dfrA14.v1^	TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
872	GCA_904866285.1_INF344_genomic	ST491	LR890642.1	134665	IncFIB(K)	KL118	unknown (KL118)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
873	GCA_904866315.1_INF346_genomic	ST37	LR890644.1	42290	IncFIA(HI1)	KL12	K12	Very high	-	-	-	-	-	-	-	-	-	tet(A).v1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
873	GCA_904866315.1_INF346_genomic	ST37	LR890645.1	44191	-	KL12	K12	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
873	GCA_904866315.1_INF346_genomic	ST37	LR890646.1	5542	-	KL12	K12	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
873	GCA_904866315.1_INF346_genomic	ST37	LR890647.1	4616	Col440II,ColRNAI	KL12	K12	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
874	GCA_904866335.1_INF266_genomic	ST20	LR890649.1	195420	IncFIB(K)	KL28	K28	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
874	GCA_904866335.1_INF266_genomic	ST20	LR890650.1	70921	IncR	KL28	K28	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
875	GCA_904866425.1_INF065_genomic	ST2998	LR890666.1	235594	IncFIB(K),IncHI1B	KL125	unknown (KL125)	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
